quarter,stock_id,market_ret,fwd_return,value,momentum,roe,growth,size,volatility,turnover
0,0,0.02980260535188329,0.22008622771837272,0.33757454879893356,1.4074818613137168,0.09058490690174555,0.6439387932768579,-2.0501721010310225,-0.04871840193011795,-0.8432302702928711
0,1,0.02980260535188329,0.18621955367894735,-1.218813060423628,-0.8781523669287508,-0.33412344070081207,0.9159025423560131,-1.326392717739564,0.030631492594417446,-0.4841694333335785
0,2,0.02980260535188329,-0.13438960410334133,-0.32767309436196085,1.0027578253046041,0.5381154370039261,1.3373981074427437,-0.15450567924990047,-0.695942611670703,-0.22385881688049952
0,3,0.02980260535188329,-0.032188149054635296,0.2424967912712216,0.17657335845371103,-1.0843880722333665,0.09048978162787422,0.22822833013890514,2.5174740375339204,1.8768446112816701
0,4,0.02980260535188329,0.1655161198337382,-0.8532433505588201,-0.2873833615491761,-1.4634420018370031,-0.5907070139634865,0.3156050035903405,1.2058536208882336,-0.7290838377436085
0,5,0.02980260535188329,0.06703438534656485,-0.6541464400677965,-2.147289029738655,-0.16266592054490767,-1.062414411859563,-0.5294394273660737,-0.8768607781675882,-0.09426255425255699
0,6,0.02980260535188329,0.02762343855099831,-1.7577283913566313,-1.4670452453909906,2.129247112028298,-1.287422581274031,-1.0967855784546396,1.836913528321314,2.905067169240407
0,7,0.02980260535188329,0.0014355286136092972,-1.1715666288253417,-0.36824895678803055,0.34155555094050954,1.7286976444055924,-0.9868570784282374,-0.24527784594210975,0.777337576061744
0,8,0.02980260535188329,-0.02719656856081404,0.43476607446661863,-0.37615607123009925,-0.13382296451604114,-1.3748958083699818,-0.23817374397466523,-0.2663874900089551,0.23216988962625595
0,9,0.02980260535188329,0.06764208844071877,-0.555327218819016,0.471538522545139,1.0127158178198286,0.15542932766846604,0.35175640839920347,0.053155347577867364,8.439309141418043e-05
0,10,0.02980260535188329,-0.0017541385105161802,-0.7215580335428474,0.316494261673308,-0.09728659841348947,2.093168308930595,1.5733549024752425,0.3858465525565008,-0.7630572096947675
0,11,0.02980260535188329,0.037875225850699315,-1.112411471983418,1.191142953088865,0.2627492251471385,0.4801434033916108,-1.7445859869741926,0.9274384815581808,0.45442033821436295
0,12,0.02980260535188329,0.0322197170275227,-1.110430684414478,-0.47152480744994896,0.2637172043565196,0.05246679835624363,-0.292171185803555,-0.10348826806596086,-0.25197737820688537
0,13,0.02980260535188329,-0.06595241426694076,0.15256251210246857,1.471491972993157,-2.5666584409312976,-0.23685026450968424,0.17651242137244696,0.2959939896870995,-0.37191458132128985
0,14,0.02980260535188329,0.09332977784591136,-1.7567217824785826,0.32799548371410964,1.727350214164185,-1.5338614049161376,0.8638280136981883,-0.3285252231228939,-0.0613243458288473
0,15,0.02980260535188329,0.39911132480529904,-1.052898510703949,-0.33445617235587666,1.3000445946989585,0.582655241987707,1.732311605409944,1.1774118889776937,0.4390866789295762
0,16,0.02980260535188329,-0.1809118009322978,1.743934526167792,0.43899315873829875,0.8279881767970589,-0.29657095353470836,0.06654581585920483,-0.6974238233002769,0.989583934594853
0,17,0.02980260535188329,0.04814217198706948,-1.1783036231148656,0.7823503424176613,-0.19065105750515945,1.1712470934673194,0.7508689887312598,1.8206461576468016,0.7307746911386448
0,18,0.02980260535188329,-0.10669504329427901,-1.5720402556532407,-0.06695317289820084,-1.172007192594816,-0.5182798423662747,1.5112284332767216,0.637533810897696,-0.6989304285787463
0,19,0.02980260535188329,0.07277720053947935,-1.013717366440399,0.03278209287626079,-1.2165601493811278,-0.6711402773965811,0.31200947155124387,1.1553120361066962,0.6087614722244398
0,20,0.02980260535188329,0.019912136853922645,-2.2912895085981,0.3043667290302598,0.07203357323257792,0.41389028537269307,1.6162096816512073,-2.063238276804743,-0.5911034251911056
0,21,0.02980260535188329,0.13113295559403704,0.5909063227933546,-1.5815943994539423,1.475949048053509,0.3683566127006584,0.846583985843404,-0.5709436615217945,0.8137636899662105
0,22,0.02980260535188329,0.22053817811812518,1.0684715559890383,0.23287802013716835,0.23440089269869593,0.2703432392817259,-0.8633452647393817,-0.14752868024035293,-0.1525225324523588
0,23,0.02980260535188329,0.05314524342937503,0.3833938643534951,0.9998242469102946,-1.0585360819784093,-0.12500903031957764,1.4814555476589732,-0.7435882288125641,-0.8222500172903203
0,24,0.02980260535188329,0.18323933772150675,0.20230619183119358,0.8443851904853201,0.01142605556065933,1.3289605904369892,0.8567939825665268,0.8418200668900618,0.5541165013240933
0,25,0.02980260535188329,-0.27853885457097244,2.327653100346085,-0.2051616888660442,-2.003522292066514,1.604254361517141,-0.45769943095682564,0.10788044434303304,1.309550684860527
0,26,0.02980260535188329,0.19782432774225064,-1.6022595410589253,-1.2516472141061394,-1.6012779371188537,-0.7941362900254239,0.43963660601699356,0.524187842812771,0.27627417932855375
0,27,0.02980260535188329,0.04191926905493539,-1.4127658838923665,-2.310103436632644,0.054353585390382264,-0.47177603363833576,0.45938577171661177,0.7019536262212701,0.13824143205868192
0,28,0.02980260535188329,0.18586111958250712,0.7601330853758538,0.22921137411506842,0.5300647056014667,-0.7046732628698824,-0.17961141383145854,0.19677609665695725,0.8205284754174188
0,29,0.02980260535188329,-0.12477627109819589,-0.3937411722245721,0.5211672557321126,-0.265838791915379,-0.11754216732813036,0.829519042024073,-1.993060371054156,-1.296472328074761
0,30,0.02980260535188329,-0.1036860076360292,-1.4821853974428207,-2.3336161198483047,-0.6782644401551767,0.7494338997277404,-0.28488406638257474,0.19779008194185213,1.0892174967107926
0,31,0.02980260535188329,0.08518800224330635,1.3276861322676916,-0.06913793472613955,1.3535858895693973,0.09212665843410921,-0.8373982238274621,-0.5944003521987352,-1.4805365125650163
0,32,0.02980260535188329,0.03906811883369022,-0.8881338537336524,-0.35801668807442916,0.8035850193786016,1.7207698311659838,-1.38218151537704,0.39282746825991893,-1.0405439391575344
0,33,0.02980260535188329,0.06509716299121442,0.47469708846320197,-0.1310866506877266,-1.8309058258475304,0.9282969915684843,-0.605000712808731,-0.5339002383735546,-1.06975241128969
0,34,0.02980260535188329,0.16924011370937783,-0.6542832766875555,0.4278904406949172,-0.18924434093640552,0.32866200228248105,0.3619218539288437,1.320661655528167,-0.3427861508643793
0,35,0.02980260535188329,-0.2062406685203959,-1.4768578168457318,1.067222416571983,-0.3314881720972547,1.114592444577377,0.3833771131824704,-0.13113753020334493,0.3487758940462951
0,36,0.02980260535188329,0.193667392338564,1.9510125601262995,2.076980529053753,0.0693811351327787,0.1601905933170753,1.0762401574663856,-0.8456610327673472,0.3330703726182551
0,37,0.02980260535188329,0.03208666628422877,-0.0258628479538564,0.3139082114575536,-0.8333688059494058,-1.589567493308969,-2.0729834359912918,-1.1173841129896078,-0.458675284939333
0,38,0.02980260535188329,0.013486910964720204,-0.2931915866487618,1.9372311624295169,1.1059933699072981,-0.9620911163416273,0.34770845245095694,-0.4070782363503251,-0.28436383804009513
0,39,0.02980260535188329,-0.15555295681143305,0.18532564941538202,0.6191711169753933,-0.33925848388401536,1.0638515327343585,-1.141938226142404,0.006339062362268442,2.5976737265958323
0,40,0.02980260535188329,0.12438009870157403,0.2230797426252751,1.4332145066061728,0.09152017817320818,0.5807770953297967,-0.056783194392691534,-0.17040758116420443,-0.7794823967254196
0,41,0.02980260535188329,-0.28486855142540213,0.4303013589575532,-0.8515371891857679,0.6655852363134291,1.08528700444591,0.36653140723722993,-0.28624873355569186,0.4539655793086961
0,42,0.02980260535188329,0.11542440000417506,-0.3086730555464126,0.9355471254651493,-1.8314060842151236,-0.3356073681186462,-1.9908119951239978,-1.495060830227205,1.3638622298139094
0,43,0.02980260535188329,-0.20726686517153603,0.895184981971686,-0.7194802332847904,-1.502503456040897,-2.964528837841651,-0.5434955079326346,2.4204150122474024,0.4348842714636474
0,44,0.02980260535188329,0.01776579087684781,-0.5595722860494895,0.46508020950030626,-1.5609583529944429,-0.29732336269763543,0.09947747301573849,-0.08610065182104851,0.7908061216900806
0,45,0.02980260535188329,0.02029682570785031,0.34464522623605237,0.668326018107997,-0.6883722822307594,0.8978154084105481,1.6289369476239914,-0.9701495196514126,-0.8876956557145598
0,46,0.02980260535188329,0.20467493738093903,1.3357843363202329,-0.19134398669506028,1.403821392066557,-0.4425357118921839,1.4550455762707113,0.13148581680545218,0.2582288233226952
